img_file,category,box_top,box_left,box_height,box_width,img_width,img_height
6468.png,product_image,228,60,540,541,1280,1280
6485.png,product_type,77,11,27,366,1280,1280
6485.png,product_title,113,478,114,467,1280,1280
6485.png,3_star,247,482,18,84,1280,1280
6557.png,product_type,116,78,32,424,1280,1280
6557.png,final_price,227,660,36,77,1280,1280
6557.png,company,502,750,24,94,1280,1280
6586.png,product_type,102,348,22,536,1280,1280
6586.png,company,151,352,18,141,1280,1280
6586.png,final_price,173,476,26,60,1280,1280
6647.png,product_type,82,11,21,208,1280,1280
6647.png,product_title,115,454,60,489,1280,1280
6647.png,final_price,226,458,21,97,1280,1280
6655.png,product_image,231,295,634,593,1280,1280
6655.png,4_star,267,946,25,100,1280,1280
6655.png,original_price,361,945,20,123,1280,1280
666.png,product_type,115,12,29,446,1280,1280
666.png,product_title,154,621,82,568,1280,1280
666.png,company,243,776,17,47,1280,1280
6672.png,product_image,369,204,717,540,1280,1280
6672.png,company,377,842,19,123,1280,1280
6672.png,final_price,534,843,26,77,1280,1280
6672.png,discount,561,844,22,161,1280,1280
6706.png,product_type,108,14,26,310,1280,1280
6706.png,product_title,148,624,81,610,1280,1280
6706.png,final_price,280,629,32,63,1280,1280
6748.png,product_type,95,10,28,354,1280,1280
6748.png,product_title,134,647,83,327,1280,1280
6748.png,5_star,237,649,18,83,1280,1280
6781.png,product_type,79,11,22,454,1280,1280
6781.png,product_title,113,480,63,486,1280,1280
6781.png,4_star,193,482,19,85,1280,1280
6783.png,product_title,248,52,35,378,1280,1280
6783.png,discount,356,447,19,40,1280,1280
6783.png,original_price,394,681,21,101,1280,1280
6812.png,product_image,342,113,733,711,1280,1280
6812.png,company,377,842,16,76,1280,1280
6812.png,final_price,441,843,22,66,1280,1280
6833.png,product_image,372,118,712,712,1280,1280
6833.png,5_star,375,933,25,93,1280,1280
6833.png,final_price,467,843,25,61,1280,1280
6903.png,product_type,97,10,28,499,1280,1280
6903.png,product_title,136,647,81,316,1280,1280
6903.png,4_star,235,649,21,83,1280,1280
6915.png,product_image,366,46,513,781,1280,1280
6915.png,company,376,844,23,93,1280,1280
6915.png,final_price,517,840,26,69,1280,1280
6917.png,product_image,380,74,455,717,1280,1280
6917.png,company,349,842,26,155,1280,1280
6917.png,final_price,417,844,22,73,1280,1280
6926.png,product_type,4,0,28,336,1280,1280
6926.png,5_star,85,7,21,83,1280,1280
6926.png,final_price,157,488,49,143,1280,1280
6927.png,product_image,444,154,292,469,1280,1280
6927.png,product_title,161,670,22,263,1280,1280
7.png,product_type,107,12,28,373,1280,1280
7.png,product_title,146,625,125,614,1280,1280
7.png,2_star,304,629,19,66,1280,1280
7.png,original_price,360,707,20,55,1280,1280
700.png,product_type,175,20,30,429,1280,1280
700.png,4_star,568,30,22,93,1280,1280
700.png,product_image,620,79,563,566,1280,1280
7012.png,product_image,124,162,469,351,1280,1280
7012.png,company,222,794,28,206,1280,1280
7036.png,product_type,94,7,29,418,1280,1280
7036.png,product_title,134,647,57,327,1280,1280
7036.png,3_star,209,647,21,89,1280,1280
7070.png,product_type,716,13,32,375,1280,1280
7070.png,product_title,760,624,34,472,1280,1280
7070.png,company,802,767,25,123,1280,1280
7104.png,product_type,117,74,33,285,1280,1280
7104.png,product_title,272,660,29,336,1280,1280
7116.png,product_type,446,9,28,186,1280,1280
7116.png,company,514,10,25,172,1280,1280
7116.png,final_price,557,654,38,88,1280,1280
7118.png,product_type,113,75,38,328,1280,1280
7118.png,final_price,229,661,32,77,1280,1280
7120.png,product_title,248,52,38,339,1280,1280
7120.png,discount,355,446,20,42,1280,1280
7120.png,original_price,396,679,16,105,1280,1280
7123.png,product_type,450,9,21,181,1280,1280
7123.png,company,514,12,22,170,1280,1280
7123.png,final_price,559,661,34,77,1280,1280
7132.png,product_title,247,55,36,589,1280,1280
7132.png,final_price,347,681,47,98,1280,1280
7145.png,product_type,720,9,27,477,1280,1280
7145.png,product_title,759,628,42,613,1280,1280
7145.png,company,803,767,25,60,1280,1280
7165.png,product_image,422,132,579,673,1280,1280
7165.png,company,350,841,23,96,1280,1280
7165.png,final_price,509,845,30,64,1280,1280
7169.png,product_type,78,9,32,525,1280,1280
7169.png,product_title,117,646,166,331,1280,1280
7169.png,4_star,300,649,20,84,1280,1280
7184.png,product_type,273,20,26,452,1280,1280
7184.png,4_star,348,659,20,84,1280,1280
7184.png,final_price,505,647,43,128,1280,1280
7189.png,product_type,82,4,22,526,1280,1280
7189.png,product_title,117,648,111,326,1280,1280
7189.png,5_star,246,649,20,83,1280,1280
7200.png,product_type,81,10,23,521,1280,1280
7200.png,product_title,115,645,138,315,1280,1280
7200.png,5_star,275,649,18,83,1280,1280
7221.png,product_type,79,8,26,522,1280,1280
7221.png,product_title,119,645,134,333,1280,1280
7221.png,4_star,273,649,21,85,1280,1280
7254.png,product_type,78,8,28,613,1280,1280
7254.png,product_title,119,647,134,315,1280,1280
7254.png,4_star,273,647,20,86,1280,1280
7301.png,product_type,79,8,28,522,1280,1280
7301.png,product_title,117,646,140,297,1280,1280
7301.png,4_star,273,649,19,84,1280,1280
736.png,product_image,129,63,552,516,1280,1280
736.png,5_star,171,645,26,86,1280,1280
736.png,original_price,200,642,26,100,1280,1280
7364.png,product_image,377,46,519,781,1280,1280
7364.png,company,376,840,21,88,1280,1280
7364.png,final_price,520,842,23,76,1280,1280
7364.png,discount,546,843,20,148,1280,1280
7411.png,product_image,366,110,726,714,1280,1280
7411.png,5_star,376,980,21,97,1280,1280
7411.png,final_price,468,844,25,72,1280,1280
7455.png,product_type,466,6,31,321,1280,1280
7455.png,company,537,12,20,196,1280,1280
7455.png,final_price,580,658,34,96,1280,1280
7490.png,product_image,433,148,515,577,1280,1280
7490.png,company,349,843,23,128,1280,1280
7490.png,final_price,533,839,29,86,1280,1280
7502.png,product_image,372,44,560,783,1280,1280
7502.png,5_star,375,982,22,97,1280,1280
7502.png,final_price,518,840,29,73,1280,1280
7515.png,product_type,468,10,26,311,1280,1280
7515.png,company,534,12,26,147,1280,1280
7515.png,final_price,580,658,33,96,1280,1280
76.png,product_image,146,665,411,541,1280,1280
76.png,product_title,103,129,38,566,1280,1280
76.png,number_rating,534,254,16,24,1280,1280
76.png,final_price,1012,939,41,160,1280,1280
76.png,coupon,1087,971,39,91,1280,1280
7634.png,product_type,220,14,30,624,1280,1280
7634.png,product_title,329,848,120,391,1280,1280
7634.png,original_price,460,1016,32,116,1280,1280
7712.png,product_image,234,11,458,766,1280,1280
7712.png,final_price,206,973,28,84,1280,1280
7712.png,5_star,261,939,22,90,1280,1280
778.png,product_type,107,15,32,589,1280,1280
778.png,product_title,146,627,166,621,1280,1280
778.png,3_star,348,630,15,63,1280,1280
7858.png,product_type,6,0,29,700,1280,1280
7858.png,4_star,87,9,18,82,1280,1280
7858.png,final_price,235,489,49,166,1280,1280
7858.png,discount,307,615,18,72,1280,1280
7898.png,product_type,30,44,29,474,1280,1280
7898.png,product_title,70,436,29,314,1280,1280
7898.png,final_price,214,439,23,145,1280,1280
792.png,product_type,5,6,28,347,1280,1280
792.png,product_image,255,108,259,450,1280,1280
792.png,company,429,986,41,84,1280,1280
7946.png,product_title,475,22,61,649,1280,1280
7946.png,number_rating,570,123,17,27,1280,1280
7946.png,final_price,496,714,34,149,1280,1280
7946.png,discount,535,725,15,67,1280,1280
8056.png,product_type,56,13,27,213,1280,1280
8056.png,product_title,98,626,78,585,1280,1280
8056.png,company,183,797,20,47,1280,1280
8077.png,product_type,50,185,31,501,1280,1280
8077.png,company,110,730,22,62,1280,1280
8077.png,final_price,164,732,27,64,1280,1280
8079.png,product_type,79,4,27,958,1280,1280
8079.png,product_title,121,539,35,596,1280,1280
8079.png,final_price,210,561,21,86,1280,1280
8086.png,product_type,0,0,41,849,1280,1280
8086.png,product_image,132,270,507,198,1280,1280
8086.png,original_price,139,791,16,56,1280,1280
8088.png,product_type,127,16,25,512,1280,1280
8088.png,4_star,421,13,19,87,1280,1280
8088.png,final_price,458,1011,36,136,1280,1280
8088.png,discount,429,954,16,244,1280,1280
81.png,product_type,271,16,25,357,1280,1280
81.png,4_star,351,344,26,104,1280,1280
81.png,final_price,453,678,42,166,1280,1280
81.png,discount,473,846,19,194,1280,1280
8148.png,product_type,125,14,30,514,1280,1280
8148.png,3_star,389,12,21,88,1280,1280
8148.png,final_price,458,1017,33,118,1280,1280
8148.png,discount,429,956,16,242,1280,1280
82.png,product_type,78,128,26,452,1280,1280
82.png,4_star,510,132,23,111,1280,1280
82.png,original_price,908,955,20,130,1280,1280
82.png,discount,1000,963,20,111,1280,1280
8268.png,product_type,121,40,36,698,1280,1280
8268.png,product_title,219,641,71,554,1280,1280
8313.png,product_type,202,9,24,702,1280,1280
8313.png,product_image,328,154,284,532,1280,1280
8356.png,product_type,16,25,32,367,1280,1280
8356.png,product_title,72,731,53,447,1280,1280
8356.png,final_price,162,732,38,114,1280,1280
8417.png,product_type,115,405,29,454,1280,1280
8417.png,final_price,213,645,30,71,1280,1280
8417.png,4_star,304,649,23,79,1280,1280
8434.png,product_type,115,402,31,456,1280,1280
8434.png,final_price,216,648,24,116,1280,1280
8434.png,discount,197,729,16,73,1280,1280
8434.png,5_star,319,648,20,82,1280,1280
8443.png,product_type,81,10,22,589,1280,1280
8443.png,product_title,120,585,52,377,1280,1280
8443.png,4_star,191,587,24,84,1280,1280
8456.png,product_type,234,38,23,299,1280,1280
8456.png,product_image,411,79,422,494,1280,1280
8456.png,original_price,369,646,16,75,1280,1280
8456.png,coupon,335,849,23,209,1280,1280
8460.png,product_type,82,194,26,587,1280,1280
8460.png,product_title,132,444,64,449,1280,1280
8460.png,final_price,147,952,25,128,1280,1280
8492.png,product_type,106,12,33,328,1280,1280
8492.png,product_title,148,625,39,577,1280,1280
8492.png,final_price,239,630,33,76,1280,1280
8552.png,product_type,4,0,26,456,1280,1280
8552.png,product_image,285,94,203,365,1280,1280
8552.png,original_price,307,491,20,128,1280,1280
8552.png,company,549,932,44,119,1280,1280
8632.png,product_type,116,11,30,527,1280,1280
8632.png,product_title,153,625,46,482,1280,1280
8632.png,company,202,777,19,55,1280,1280
8637.png,product_type,5,4,27,658,1280,1280
8637.png,product_image,168,251,502,146,1280,1280
8637.png,original_price,226,602,18,119,1280,1280
8637.png,company,445,1110,41,134,1280,1280
8645.png,product_type,8,3,25,715,1280,1280
8645.png,product_image,241,129,315,278,1280,1280
8645.png,company,486,932,44,152,1280,1280
8660.png,product_type,80,0,26,529,1280,1280
8660.png,product_title,115,580,168,405,1280,1280
8660.png,4_star,301,589,19,82,1280,1280
8660.png,original_price,335,615,19,78,1280,1280
8663.png,product_type,79,9,26,534,1280,1280
8663.png,product_title,117,585,137,386,1280,1280
8663.png,4_star,272,587,23,86,1280,1280
8673.png,product_type,77,7,29,538,1280,1280
8673.png,product_title,119,581,134,402,1280,1280
8673.png,4_star,273,587,21,82,1280,1280
8708.png,product_type,79,9,28,532,1280,1280
8708.png,product_title,116,584,163,391,1280,1280
8708.png,4_star,301,587,19,83,1280,1280
8743.png,product_type,80,7,26,534,1280,1280
8743.png,product_title,115,584,137,388,1280,1280
8743.png,4_star,275,588,17,82,1280,1280
8743.png,original_price,305,587,22,110,1280,1280
8743.png,coupon,365,588,28,377,1280,1280
8778.png,product_type,22,55,33,469,1280,1280
8778.png,company,60,544,40,196,1280,1280
8778.png,final_price,197,557,32,91,1280,1280
8778.png,number_rating,232,1060,18,37,1280,1280
8793.png,product_type,22,58,34,430,1280,1280
8793.png,company,59,540,40,207,1280,1280
8793.png,final_price,217,556,30,86,1280,1280
8814.png,product_type,22,54,33,471,1280,1280
8814.png,company,54,544,60,174,1280,1280
8814.png,final_price,202,555,35,81,1280,1280
8825.png,product_type,78,6,27,319,1280,1280
8825.png,product_title,119,587,134,391,1280,1280
8825.png,4_star,274,588,19,82,1280,1280
8852.png,product_type,79,9,28,535,1280,1280
8852.png,product_title,115,583,139,402,1280,1280
8852.png,4_star,272,588,22,85,1280,1280
8866.png,product_type,81,12,22,310,1280,1280
8866.png,product_title,111,584,171,395,1280,1280
8866.png,3_star,301,587,20,84,1280,1280
8903.png,product_type,716,9,35,344,1280,1280
8903.png,product_title,758,627,85,627,1280,1280
8903.png,final_price,894,629,31,75,1280,1280
8913.png,product_type,312,233,32,819,1280,1280
8913.png,product_title,396,647,165,544,1280,1280
9001.png,product_image,195,157,431,411,1280,1280
9001.png,final_price,335,700,37,113,1280,1280
9029.png,product_type,132,85,26,154,1280,1280
9029.png,product_title,192,736,40,364,1280,1280
9029.png,final_price,280,739,19,126,1280,1280
9030.png,product_type,0,23,18,482,1280,1280
9030.png,product_title,68,834,26,256,1280,1280
9030.png,final_price,133,832,40,91,1280,1280
9030.png,discount,145,926,25,90,1280,1280
9077.png,product_type,722,17,24,336,1280,1280
9077.png,product_title,755,622,83,622,1280,1280
9077.png,final_price,892,627,31,60,1280,1280
9081.png,product_image,91,91,532,449,1280,1280
9081.png,company,178,587,19,73,1280,1280
9081.png,final_price,271,586,18,87,1280,1280
9116.png,product_type,73,51,26,619,1280,1280
9116.png,product_title,141,503,65,386,1280,1280
9116.png,4_star,217,502,21,88,1280,1280
9147.png,product_type,104,30,30,273,1280,1280
9147.png,product_title,157,378,33,573,1280,1280
9147.png,number_rating,194,452,17,70,1280,1280
9147.png,original_price,498,374,19,89,1280,1280
9199.png,product_type,4,244,36,359,1280,1280
9199.png,company,118,754,32,123,1280,1280
9199.png,3_star,193,756,25,82,1280,1280
9205.png,product_image,284,132,267,576,1280,1280
9205.png,5_star,300,837,25,110,1280,1280
9205.png,original_price,346,850,26,73,1280,1280
9234.png,product_type,58,137,28,623,1280,1280
9234.png,product_title,90,633,46,393,1280,1280
9255.png,product_type,104,32,29,430,1280,1280
9255.png,product_title,155,375,31,534,1280,1280
9255.png,number_rating,192,451,18,71,1280,1280
9255.png,original_price,420,374,20,89,1280,1280
9281.png,product_type,101,29,31,292,1280,1280
9281.png,product_title,153,372,35,564,1280,1280
9281.png,number_rating,193,452,16,71,1280,1280
9281.png,original_price,382,374,20,90,1280,1280
9304.png,product_type,174,16,33,474,1280,1280
9304.png,product_title,236,736,34,489,1280,1280
9338.png,product_type,105,3,30,454,1280,1280
9338.png,product_image,190,0,587,595,1280,1280
9338.png,5_star,142,1073,18,83,1280,1280
9341.png,product_type,6,246,31,642,1280,1280
9341.png,company,119,754,31,124,1280,1280
9341.png,4_star,194,755,24,83,1280,1280
9344.png,product_image,211,83,313,248,1280,1280
9381.png,product_type,140,132,20,180,1280,1280
9381.png,product_image,363,275,165,294,1280,1280
9381.png,original_price,209,761,20,89,1280,1280
939.png,product_image,179,171,767,422,1280,1280
939.png,product_title,108,665,50,389,1280,1280
939.png,number_rating,200,767,20,44,1280,1280
9433.png,product_type,162,125,30,133,1280,1280
9433.png,product_title,213,652,32,389,1280,1280
9433.png,4_star,283,656,23,91,1280,1280
944.png,product_type,83,85,28,404,1280,1280
944.png,3_star,170,469,13,58,1280,1280
944.png,final_price,478,75,33,456,1280,1280
9495.png,product_type,4,0,27,142,1280,1280
9495.png,product_image,113,96,469,472,1280,1280
9495.png,company,326,982,40,146,1280,1280
9525.png,product_type,175,23,28,534,1280,1280
9525.png,product_image,366,102,585,515,1280,1280
9543.png,product_type,93,367,27,531,1280,1280
9543.png,product_image,218,174,590,593,1280,1280
9543.png,5_star,224,827,27,96,1280,1280
9562.png,product_type,90,436,29,394,1280,1280
9562.png,product_image,181,179,593,568,1280,1280
9562.png,5_star,190,829,25,94,1280,1280
9570.png,product_type,95,446,25,372,1280,1280
9570.png,product_image,184,195,585,577,1280,1280
9570.png,5_star,192,830,23,94,1280,1280
9576.png,product_type,94,408,26,443,1280,1280
9576.png,product_image,187,176,577,574,1280,1280
9576.png,coupon,531,826,78,233,1280,1280
9634.png,product_title,117,39,42,547,1280,1280
9634.png,product_image,181,182,591,573,1280,1280
9634.png,original_price,117,833,34,92,1280,1280
9634.png,discount,610,825,46,236,1280,1280
9640.png,product_type,91,371,27,518,1280,1280
9640.png,product_image,190,182,565,568,1280,1280
9640.png,original_price,119,836,31,85,1280,1280
9640.png,coupon,579,826,79,233,1280,1280
9654.png,product_image,38,303,657,386,1280,1280
9654.png,product_title,98,755,25,93,1280,1280
9654.png,original_price,127,758,18,39,1280,1280
969.png,product_type,66,9,29,473,1280,1280
969.png,product_title,97,851,87,371,1280,1280
969.png,4_star,191,851,21,65,1280,1280
969.png,original_price,224,851,16,56,1280,1280
972.png,product_type,96,9,26,287,1280,1280
972.png,product_title,134,456,56,522,1280,1280
972.png,4_star,210,458,18,84,1280,1280
9752.png,product_type,59,139,27,572,1280,1280
9752.png,product_title,87,631,48,440,1280,1280
9777.png,product_type,91,437,27,385,1280,1280
9777.png,product_image,198,179,577,576,1280,1280
9777.png,5_star,190,829,25,93,1280,1280
985.png,product_type,114,12,34,375,1280,1280
985.png,product_title,152,626,125,563,1280,1280
985.png,final_price,330,629,30,86,1280,1280
9855.png,product_type,164,128,32,93,1280,1280
9855.png,product_title,209,652,72,466,1280,1280
9855.png,final_price,385,656,31,86,1280,1280
9855.png,discount,399,809,19,65,1280,1280
9856.png,product_type,34,7,27,181,1280,1280
9856.png,product_title,72,420,58,558,1280,1280
9856.png,4_star,148,426,21,84,1280,1280
9885.png,product_image,344,46,787,781,1280,1280
9885.png,5_star,351,963,21,92,1280,1280
9885.png,final_price,443,844,25,67,1280,1280
9886.png,product_type,245,157,30,759,1280,1280
9886.png,product_title,296,643,101,460,1280,1280
9886.png,final_price,588,654,29,136,1280,1280
9949.png,product_type,159,13,24,347,1280,1280
9949.png,product_title,194,626,86,593,1280,1280
9949.png,company,287,768,16,40,1280,1280
9949.png,original_price,340,706,22,77,1280,1280
9999.png,product_type,178,23,25,352,1280,1280
9999.png,5_star,278,26,22,96,1280,1280
9999.png,product_image,317,126,579,464,1280,1280
disney-10.png,product_type,192,18,28,331,1280,1280
disney-10.png,product_title,233,834,105,390,1280,1280
disney-2.png,product_type,194,24,22,212,1280,1280
disney-2.png,product_title,235,837,40,381,1280,1280
disney-2.png,original_price,289,840,24,113,1280,1280
disney-24.png,product_type,188,17,35,225,1280,1280
disney-24.png,product_title,234,837,74,349,1280,1280
disney-24.png,original_price,323,838,27,115,1280,1280
disney-46.png,product_type,194,22,22,212,1280,1280
disney-46.png,product_title,234,839,43,191,1280,1280
disney-46.png,original_price,288,837,30,118,1280,1280
h-m-13.png,product_type,176,449,18,355,1280,1280
h-m-13.png,product_title,290,844,25,167,1280,1280
h-m-13.png,original_price,323,943,22,105,1280,1280
h-m-15.png,product_type,177,552,18,151,1280,1280
h-m-15.png,company,289,845,26,153,1280,1280
h-m-15.png,original_price,323,950,23,109,1280,1280
h-m-22.png,product_type,175,464,21,327,1280,1280
h-m-22.png,product_title,291,845,24,239,1280,1280
h-m-27.png,product_type,173,438,30,378,1280,1280
h-m-27.png,product_title,291,845,23,177,1280,1280
h-m-27.png,original_price,323,952,24,104,1280,1280
h-m-3.png,product_type,171,390,33,478,1280,1280
h-m-3.png,product_title,291,847,21,207,1280,1280
h-m-4.png,product_type,175,395,22,466,1280,1280
h-m-4.png,product_title,289,846,24,206,1280,1280
h-m-6.png,product_image,259,33,587,391,1280,1280
h-m-6.png,product_title,290,845,24,89,1280,1280
h-m-8.png,product_type,177,479,17,297,1280,1280
h-m-8.png,product_title,290,844,23,141,1280,1280
h-m-8.png,original_price,322,944,26,105,1280,1280
ikea-19.png,product_type,340,104,17,114,1280,2716
ikea-19.png,product_title,452,831,64,283,1280,2716
ikea-21.png,product_type,341,103,18,118,1280,2119
ikea-21.png,product_title,409,830,64,215,1280,2119
ikea-21.png,final_price,627,925,12,21,1280,2119
ikea-21.png,4_star,624,836,18,84,1280,2119
ikea-30.png,product_type,333,99,31,128,1280,2716
ikea-30.png,product_title,405,828,70,282,1280,2716
ikea-30.png,original_price,476,833,19,38,1280,2716
ikea-30.png,number_rating,626,926,15,19,1280,2716
ikea-32.png,product_type,338,99,26,313,1280,3046
ikea-32.png,product_title,407,831,87,216,1280,3046
ikea-32.png,original_price,499,830,19,52,1280,3046
kohls-36.png,product_type,198,76,21,210,1280,3081
kohls-36.png,final_price,347,835,38,106,1280,3081
kohls-36.png,discount,328,833,20,94,1280,3081
levis-18.png,product_type,150,66,18,137,1280,6200
levis-18.png,product_title,175,813,36,325,1280,6200
levis-18.png,coupon,655,813,31,371,1280,6200
levis-4.png,product_type,146,66,24,140,1280,6313
levis-4.png,product_title,174,812,53,324,1280,6313
levis-4.png,coupon,620,812,30,369,1280,6313
levis-42.png,product_image,179,0,962,711,1280,4852
levis-42.png,product_title,180,816,45,286,1280,4852
levis-42.png,coupon,624,816,22,363,1280,4852
lululemon-24.png,product_image,170,0,735,626,1280,3726
lululemon-24.png,product_type,173,643,29,181,1280,3726
lululemon-6.png,product_image,170,0,742,633,1280,3728
lululemon-6.png,product_title,211,644,75,362,1280,3728
michaels-21.png,product_type,208,33,33,338,1280,1280
michaels-21.png,product_title,286,620,95,267,1280,1280
michaels-21.png,final_price,465,617,30,76,1280,1280
michaels-21.png,coupon,143,488,45,297,1280,1280
michaels-26.png,product_type,132,32,29,536,1280,1280
michaels-26.png,product_title,179,614,94,233,1280,1280
michaels-38.png,product_type,132,32,28,739,1280,1280
michaels-38.png,product_title,181,617,29,276,1280,1280
michaels-38.png,company,236,618,20,235,1280,1280
michaels-44.png,product_type,129,32,34,535,1280,1280
michaels-44.png,product_title,179,617,128,244,1280,1280
michaels-45.png,product_type,131,31,26,539,1280,1280
michaels-45.png,product_title,180,616,98,265,1280,1280
michaels-51.png,product_type,209,33,35,496,1280,1280
michaels-51.png,product_title,284,618,67,210,1280,1280
michaels-51.png,final_price,434,620,29,74,1280,1280
michaels-52.png,product_type,212,33,28,493,1280,1280
michaels-52.png,product_title,285,617,62,251,1280,1280
michaels-52.png,final_price,435,618,28,71,1280,1280
michaels-55.png,product_type,212,35,35,647,1280,1280
michaels-55.png,product_title,259,612,64,252,1280,1280
michaels-55.png,final_price,409,617,29,73,1280,1280
michaels-64.png,product_type,214,32,27,644,1280,1280
michaels-64.png,product_title,286,615,93,263,1280,1280
michaels-64.png,final_price,463,617,33,77,1280,1280
michaels-85.png,product_type,213,34,26,640,1280,1280
michaels-85.png,product_title,259,615,69,275,1280,1280
michaels-85.png,original_price,387,715,29,92,1280,1280
nike-16.png,product_image,201,159,678,536,1280,1280
nike-16.png,product_type,240,792,24,106,1280,1280
nike-16.png,original_price,280,865,21,44,1280,1280
nike-16.png,coupon,308,791,74,372,1280,1280
nike-23.png,product_image,201,154,676,541,1280,1280
nike-23.png,product_type,240,792,26,106,1280,1280
nike-23.png,coupon,304,791,78,376,1280,1280
nike-31.png,product_image,201,162,676,541,1280,1280
nike-31.png,product_type,240,791,24,105,1280,1280
nike-31.png,coupon,306,791,80,381,1280,1280
reebok-15.png,product_type,142,146,47,190,1280,1280
reebok-15.png,product_title,228,810,39,176,1280,1280
reebok-19.png,product_type,153,145,27,189,1280,1280
reebok-19.png,product_title,227,810,43,212,1280,1280
reebok-19.png,original_price,285,940,28,92,1280,1280
reebok-32.png,product_type,155,149,28,128,1280,1280
reebok-32.png,product_title,230,811,35,80,1280,1280
reebok-50.png,product_type,184,148,19,133,1280,1280
reebok-50.png,product_title,255,811,37,96,1280,1280
reebok-62.png,product_type,152,147,33,403,1280,1280
reebok-62.png,product_title,227,805,82,308,1280,1280
reebok-62.png,original_price,327,940,28,94,1280,1280
reebok-69.png,product_type,155,148,23,171,1280,1280
reebok-69.png,product_title,228,808,39,165,1280,1280
reebok-9.png,product_type,154,149,20,249,1280,1280
reebok-9.png,product_title,226,807,43,308,1280,1280
resized adidas-13.png,product_type,192,94,29,244,1280,1280
resized adidas-13.png,product_title,242,891,78,336,1280,1280
resized adidas-13.png,original_price,350,966,21,67,1280,1280
resized adidas-23.png,product_type,192,98,32,197,1280,1280
resized adidas-23.png,product_title,241,895,78,339,1280,1280
resized adidas-23.png,original_price,350,968,21,63,1280,1280
resized adidas-475.png,product_type,193,96,32,194,1280,1280
resized adidas-475.png,product_title,238,870,85,307,1280,1280
resized adidas-475.png,original_price,350,940,23,65,1280,1280
resized adidas-489.png,product_image,195,182,613,469,1280,1280
resized adidas-489.png,product_title,242,899,78,358,1280,1280
resized adidas-489.png,original_price,351,968,20,61,1280,1280
resized ali-express-3.png,product_image,46,0,971,1073,1280,1280
resized ali-express-30.png,product_image,63,0,1037,1103,1280,1280
resized ali-express-6.png,product_image,273,228,642,660,1280,1280
resized ali-express-6.png,original_price,1217,203,51,121,1280,1280
resized ali-express-7.png,product_image,46,13,1076,1087,1280,1280
resized american-eagle-3.png,product_type,280,26,16,263,1280,1280
resized american-eagle-3.png,coupon,241,382,30,363,1280,1280
resized american-eagle-3.png,final_price,424,824,25,74,1280,1280
resized american-eagle-4.png,coupon,241,381,26,368,1280,1280
resized american-eagle-4.png,product_title,281,744,37,325,1280,1280
resized american-eagle-4.png,original_price,375,825,19,53,1280,1280
resized asda-27.png,product_type,200,9,29,761,1280,1280
resized asda-27.png,product_title,244,309,70,609,1280,1280
resized asda-27.png,final_price,502,314,27,71,1280,1280
resized asda-32.png,product_type,201,9,30,793,1280,1280
resized asda-32.png,product_title,243,309,74,540,1280,1280
resized asda-32.png,final_price,384,311,39,81,1280,1280
resized asda-9.png,product_type,199,8,44,911,1280,1280
resized asda-9.png,product_title,259,306,74,551,1280,1280
resized asda-9.png,final_price,405,312,31,76,1280,1280
resized asos-17.png,product_type,200,23,27,475,1280,1280
resized asos-17.png,product_title,263,793,52,276,1280,1280
resized asos-24.png,product_type,202,24,27,514,1280,1280
resized asos-24.png,product_title,264,805,49,246,1280,1280
resized asos-24.png,original_price,354,808,16,75,1280,1280
resized asos-24.png,4_star,391,808,25,105,1280,1280
resized asos-33.png,product_type,203,23,26,557,1280,1280
resized asos-33.png,product_title,265,806,49,229,1280,1280
resized asos-38.png,product_type,204,25,26,720,1280,1280
resized asos-38.png,product_title,264,790,76,232,1280,1280
resized asos-38.png,original_price,379,794,15,75,1280,1280
resized asos-41.png,product_type,201,23,31,420,1280,1280
resized asos-41.png,product_title,265,792,25,265,1280,1280
resized asos-46.png,product_type,203,27,29,593,1280,1280
resized asos-46.png,product_title,265,790,51,269,1280,1280
resized boohoo-26.png,product_image,242,0,555,394,1280,1280
resized boohoo-26.png,product_title,349,768,24,297,1280,1280
resized boohoo-26.png,original_price,377,832,22,65,1280,1280
resized boohoo-39.png,product_image,245,0,549,375,1280,1280
resized boohoo-39.png,product_title,273,768,51,439,1280,1280
resized boohoo-39.png,original_price,326,833,23,63,1280,1280
resized boohoo-7.png,product_image,251,0,548,377,1280,1280
resized boohoo-7.png,product_title,347,765,30,363,1280,1280
resized boohoo-74.png,product_image,399,0,423,380,1280,1280
resized boohoo-80.png,product_image,402,0,417,375,1280,1280
resized boots-10.png,product_type,191,10,27,670,1280,1280
resized boots-10.png,product_title,229,798,94,455,1280,1280
resized boots-10.png,number_rating,344,930,20,28,1280,1280
resized boots-39.png,product_type,193,12,26,360,1280,1280
resized boots-39.png,product_title,230,797,62,413,1280,1280
resized boots-39.png,number_rating,313,929,21,31,1280,1280
resized boots-39.png,original_price,394,879,17,72,1280,1280
resized boots-39.png,coupon,147,25,33,821,1280,1280
resized chewy-20.png,product_type,199,13,31,218,1280,1280
resized chewy-20.png,product_title,228,540,110,360,1280,1280
resized chewy-20.png,4_star,363,547,21,85,1280,1280
resized chewy-20.png,coupon,151,424,36,334,1280,1280
resized chewy-26.png,product_type,203,20,27,208,1280,1280
resized chewy-26.png,product_title,236,546,53,309,1280,1280
resized chewy-26.png,4_star,312,547,22,84,1280,1280
resized chewy-26.png,original_price,363,617,21,86,1280,1280
